Survived,Pclass,Age,SibSp,Parch,Fare,Age_was_missing,Cabin_known,FamilySize,IsAlone,FarePerPerson,IsWoman_or_Child,LogFare,LogAge,Pclass_x_Fare,Age_x_Pclass,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare_Female,Title_Rare_Male,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_U,AgeGroup_Adult,AgeGroup_Child,AgeGroup_Senior,AgeGroup_Teen
1,3,43.33687536136047,4,1,8.419091399698983,0,1,6,0,1.4032,1,2.2427386295518517,3.7918167317312124,25.257274199096948,130.01062608408142,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,37.29537728881657,3,0,56.71409285839038,0,0,4,0,14.1785,0,4.055501387337711,3.6453291914821477,56.71409285839038,37.29537728881657,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,30.268762512030733,0,0,10.165633800958402,1,1,1,1,10.1656,0,2.4128406504483833,3.4426195963991946,30.496901402875203,90.8062875360922,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,3,21.28339997140053,1,2,27.11416734545368,0,0,4,0,6.7785,0,3.336273625280479,3.1038420053645495,81.34250203636104,63.850199914201596,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,17.5452156320877,0,0,9.702653419138317,0,1,1,1,9.7027,1,2.3704916938221734,2.9202118383793585,29.107960257414952,52.6356468962631,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.95275759624667,0,1,6.042216857097398,0,0,2,0,3.0211,1,1.951923015075154,3.399621393653409,18.126650571292195,86.85827278874001,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,2,26.617415284651003,1,0,27.68026449791552,0,0,2,0,13.8401,0,3.3562092380708854,3.318446562307828,55.36052899583104,53.234830569302005,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,1,22.654807309418143,2,1,179.47083103657178,0,0,4,0,44.8677,1,5.195569163808683,3.163566363178792,179.47083103657178,22.654807309418143,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,26.15773036573737,0,0,37.53596438178485,1,1,1,1,37.536,1,3.6515919450433127,3.301661733872407,37.53596438178485,26.15773036573737,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,2,42.37427291998715,1,0,65.32786880894024,0,0,2,0,32.6639,0,4.194610152898264,3.7698664754749354,130.65573761788048,84.7485458399743,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,3,30.237696408085863,0,1,15.394535536860324,0,0,2,0,7.6973,0,2.79694808033511,3.4416255837150813,46.18360661058097,90.71308922425759,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,27.762918571125304,8,2,22.314598894778108,1,0,11,0,2.0286,1,3.1490797263712778,3.359087007924011,66.94379668433433,83.2887557133759,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,13.016352402130927,0,2,192.91884643813512,0,0,3,0,64.3063,0,5.267439754215026,2.640224676724059,192.91884643813512,13.016352402130927,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,26.288767570083948,0,1,21.509124391603173,0,0,2,0,10.7546,1,3.113920755521606,3.3064751732052065,64.52737317480953,78.86630271025184,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,2,18.964487511560733,0,1,18.716601585804863,0,0,2,0,9.3583,0,2.9814610009463514,2.993955070842407,37.433203171609726,37.92897502312147,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,2.86848736097716,1,0,166.1092195648524,0,0,2,0,83.0546,1,5.118647608016201,1.3528635678383178,166.1092195648524,2.86848736097716,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,26.15773036573737,0,0,93.2036138911992,1,1,1,1,93.2036,1,4.545458544871906,3.301661733872407,93.2036138911992,26.15773036573737,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,2,27.29553488263403,2,0,38.475555151070544,0,0,3,0,12.8252,1,3.6756816234011596,3.3427040142021367,76.95111030214109,54.59106976526806,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,30.268762512030733,0,0,24.651356762681548,1,0,1,1,24.6514,0,3.2445964654491246,3.4426195963991946,73.95407028804465,90.8062875360922,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,2,37.83136358376689,0,0,10.39364248356531,0,0,1,1,10.3936,1,2.433055522960625,3.659228259886381,20.78728496713062,75.66272716753377,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,27.762918571125304,0,0,19.32669554360413,1,0,1,1,19.3267,1,3.0119350735340267,3.359087007924011,57.980086630812394,83.2887557133759,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,54.95729592867863,0,0,10.759310778937238,0,0,1,1,10.7593,0,2.4646453335197815,4.024588827126518,32.277932336811716,164.8718877860359,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,2,46.09447173735494,0,0,21.72897570140943,0,0,1,1,21.729,1,3.123640573118714,3.852155621253699,43.45795140281886,92.18894347470987,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,37.14936784856062,0,0,12.950861345422446,0,0,1,1,12.9509,0,2.635541251552792,3.6415091874374945,38.85258403626734,111.44810354568187,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,3,25.82922261610236,0,0,12.64281134260525,0,0,1,1,12.6428,0,2.6132127413392103,3.289491689589975,37.928434027815754,77.48766784830708,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,2,15.567850685871283,0,0,49.89134101225383,0,0,1,1,49.8913,0,3.929692791447381,2.807464111852726,99.78268202450766,31.135701371742567,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,23.78910513500525,0,1,5.28587449847346,0,0,2,0,2.6429,0,1.8383049729316292,3.2104042475740666,15.857623495420379,71.36731540501575,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,2,44.2424806758586,1,0,7.115861165550984,0,0,2,0,3.5579,0,2.093820315551974,3.8120364834284852,14.231722331101968,88.4849613517172,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,2,55.384208283084526,1,0,6.269886362984344,0,1,2,0,3.1349,1,1.983740660472004,4.03218912431733,12.539772725968689,110.76841656616905,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,50.605409395810646,0,0,151.9441764261546,0,0,1,1,151.9442,0,5.030072994855072,3.94362650024504,151.9441764261546,50.605409395810646,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,22.156108094992163,0,0,7.544691132489267,0,0,1,1,7.5447,1,2.145310169921208,3.1422585943260977,22.6340733974678,66.46832428497649,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,13.325355933953844,0,0,12.990502733307398,0,0,1,1,12.9905,0,2.638378723221686,2.6620311093395093,38.9715081999222,39.97606780186153,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,30.97240745675685,0,0,74.67880823064216,0,0,1,1,74.6788,0,4.326498177138686,3.464873263857371,74.67880823064216,30.97240745675685,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,2,4.2418488821200775,0,0,11.75063391291226,0,0,1,1,11.7506,1,2.5455809890282888,1.656674276198773,23.50126782582452,8.483697764240155,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,3,33.52434799858694,0,0,20.001214412217003,0,0,1,1,20.0012,1,3.0445802652045724,3.541664814210066,60.00364323665101,100.57304399576083,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,28.93634720645708,0,0,74.10987977738685,1,0,1,1,74.1099,0,4.318952105076041,3.3990733677560656,74.10987977738685,28.93634720645708,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,28.93634720645708,0,2,69.36521995108698,1,0,3,0,23.1217,0,4.253699106302908,3.3990733677560656,69.36521995108698,28.93634720645708,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,6.674157058264864,0,2,13.799459633891912,0,0,3,0,4.5998,1,2.6945906688799988,2.037858457899518,41.398378901675734,20.022471174794592,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,3,36.19040149197603,1,0,18.49258610518321,0,1,2,0,9.2463,0,2.970034193541263,3.616050703575829,55.477758315549636,108.5712044759281,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,2,26.577726811301005,4,0,11.249756988932225,1,0,5,0,2.25,0,2.505506099155782,3.3170084473331,22.49951397786445,53.15545362260201,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,12.621164300055966,0,0,20.26018556963409,0,0,1,1,20.2602,1,3.0568361014568035,2.6116247816533744,60.78055670890227,37.8634929001679,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,3,0.5,0,0,28.64041297916344,0,0,1,1,28.6404,1,3.389138733500977,0.4054651081081644,85.92123893749032,1.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,28.61479132929109,1,2,33.9997514201432,0,1,4,0,8.4999,0,3.5553409591825695,3.3882739435886595,33.9997514201432,28.61479132929109,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3,53.81152235337642,2,0,14.180758879464952,0,1,3,0,4.7269,1,2.7200287627775372,4.003900433774957,42.54227663839485,161.43456706012927,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,2,26.577726811301005,0,1,16.65614048174327,1,1,2,0,8.3281,0,2.871083625523556,3.3170084473331,33.31228096348654,53.15545362260201,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,3,22.6006524077922,0,0,18.25510922204514,0,0,1,1,18.2551,1,2.9577764396499084,3.1612743560474397,54.76532766613542,67.8019572233766,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,20.56903115493507,0,3,5.7829337451026,0,1,4,0,1.4457,1,1.9144097141295058,3.071258543070325,17.3488012353078,61.70709346480521,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3,35.562839585050334,0,0,31.889269859771623,0,0,1,1,31.8893,1,3.493146460494889,3.5990324127451925,95.66780957931488,106.688518755151,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,15.02260385136392,0,1,30.486676460651367,0,0,2,0,15.2433,0,3.4495644868516244,2.7740004659707407,30.486676460651367,15.02260385136392,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,3,33.225086597472526,0,0,10.363998167875213,0,1,1,1,10.364,1,2.4304503027701063,3.5329589014115608,31.09199450362564,99.67525979241758,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,2,39.725123897385664,0,0,25.95358938076216,0,0,1,1,25.9536,0,3.294116475156659,3.7068451967765608,51.90717876152432,79.45024779477133,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,46.17706513438031,0,0,52.99642860725995,0,0,1,1,52.9964,0,3.9889179074745393,3.85390786632997,52.99642860725995,46.17706513438031,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,27.59784292928066,1,0,48.23021566183285,0,0,2,0,24.1151,0,3.896507574459942,3.353331292928297,48.23021566183285,27.59784292928066,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,3,26.14856749752248,0,2,13.71168010154978,0,0,3,0,4.5706,1,2.688641743016524,3.3013242824657616,41.13504030464934,78.44570249256745,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,16.708243785408143,0,2,12.573137601822552,0,0,3,0,4.191,1,2.6080926631722385,2.8740302817396746,37.719412805467655,50.12473135622443,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,26.15773036573737,0,1,80.28554050623687,1,0,2,0,40.1428,1,4.397968147184124,3.301661733872407,80.28554050623687,26.15773036573737,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,30.268762512030733,0,0,20.08794244418776,1,1,1,1,20.0879,0,3.048701429000541,3.4426195963991946,60.26382733256328,90.8062875360922,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,1,34.14311709542649,4,1,63.13927613481263,0,1,6,0,10.5232,0,4.1610569084952544,3.5594287838740226,63.13927613481263,34.14311709542649,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,41.79018476726549,0,0,14.536492903346764,0,0,1,1,14.5365,1,2.7431916375741925,3.756308748420466,43.60947871004029,125.37055430179646,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,17.755494690475174,0,0,59.03113105254124,0,0,1,1,59.0311,0,4.094863278541213,2.9314867596442853,59.03113105254124,17.755494690475174,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,49.8976399654333,1,0,7.208846542698131,0,0,2,0,3.6044,0,2.105212419403864,3.9298165563800294,21.626539628094392,149.69291989629988,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,2,25.20426958540404,0,0,16.85887284360159,0,0,1,1,16.8589,0,2.882500462796186,3.2659223587652684,33.71774568720318,50.40853917080808,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,28.70085787912189,1,0,8.896407445806569,0,0,2,0,4.4482,0,2.2921718070201544,3.3911759302104145,26.689222337419707,86.10257363736568,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,18.539036491930474,0,0,61.11420665587136,0,0,1,1,61.1142,0,4.128974733401371,2.9724143358763886,61.11420665587136,18.539036491930474,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,0.5,0,0,40.2427041562352,0,0,1,1,40.2427,1,3.719474228197782,0.4054651081081644,80.4854083124704,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,1,28.93634720645708,0,1,68.68731661071297,1,0,2,0,34.3437,0,4.244018330055825,3.3990733677560656,68.68731661071297,28.93634720645708,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,39.31581455929407,0,0,8.0620079146717,0,0,1,1,8.062,0,2.204090719635836,3.696743812801878,24.1860237440151,117.9474436778822,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,25.061414200345013,1,0,12.203879759002726,0,0,2,0,6.1019,1,2.58051070754254,3.2604558373135117,36.61163927700818,75.18424260103504,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,2,29.93787004114821,1,0,21.290671883096657,0,0,2,0,10.6453,0,3.10416828974729,3.4319810011833805,42.581343766193314,59.87574008229642,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,36.22314904785739,0,0,5.887184748647119,0,0,1,1,5.8872,0,1.9296624019101953,3.616930853972036,17.661554245941357,108.66944714357217,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,7.1243580035884015,0,0,10.032831714794318,0,0,1,1,10.0328,1,2.4008755287654697,2.09486671015099,30.09849514438295,21.373074010765205,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,3,21.59326251715187,1,0,9.793276270206531,0,0,2,0,4.8966,0,2.3789233726810415,3.1176517431219297,29.379828810619593,64.77978755145561,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,3,27.762918571125304,2,0,10.82242191842163,1,1,3,0,3.6075,1,2.469997891024478,3.359087007924011,32.46726575526489,83.2887557133759,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,2,11.439948075630507,0,0,30.909058533842547,0,0,1,1,30.9091,1,3.4628899360580574,2.5209129133176362,61.818117067685094,22.879896151261015,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,33.10981105033281,0,0,86.8367359508187,0,1,1,1,86.8367,0,4.475479818040965,3.529585056993717,86.8367359508187,33.10981105033281,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,30.268762512030733,0,1,25.06992845155045,1,1,2,0,12.535,0,3.2607824834671697,3.4426195963991946,75.20978535465134,90.8062875360922,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,3,27.762918571125304,1,0,11.916338435932198,1,0,2,0,5.9582,1,2.5584930553966703,3.359087007924011,35.7490153077966,83.2887557133759,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,28.50101924783523,0,0,34.83278419989018,0,1,1,1,34.8328,1,3.5788632341279563,3.3844248135229855,104.49835259967054,85.50305774350569,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,2,26.577726811301005,0,1,15.16920317047878,1,0,2,0,7.5846,0,2.7831083941112755,3.3170084473331,30.33840634095756,53.15545362260201,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,2,45.3063509624004,1,0,12.603755748945115,0,0,2,0,6.3019,0,2.610345912628072,3.835279121499533,25.20751149789023,90.6127019248008,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,18.71571792482731,0,0,16.66462575653877,0,0,1,1,16.6646,0,2.8715640949959047,2.9814161818239326,49.993877269616306,56.14715377448193,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,17.656465881798667,0,1,27.20377668201885,0,0,2,0,13.6019,1,3.3394558938712153,2.926192782079623,81.61133004605655,52.969397645396,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,3,31.8079687612332,0,0,5.2468330553534335,0,1,1,1,5.2468,0,1.8320746241833845,3.4906714359201145,15.7404991660603,95.42390628369961,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,3,45.080922892002015,0,0,10.662279800767486,0,1,1,1,10.6623,1,2.456359685032084,3.8303990442253153,31.986839402302458,135.24276867600605,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,3,14.778494534302444,0,0,8.318130106313797,0,0,1,1,8.3181,0,2.2319619761983693,2.758647907463647,24.954390318941392,44.33548360290733,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,28.93634720645708,0,0,87.15927939832741,1,0,1,1,87.1593,0,4.479145171577272,3.3990733677560656,87.15927939832741,28.93634720645708,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,35.00343100462802,0,0,80.48230839443524,0,0,1,1,80.4823,0,4.400385921767742,3.5836142395989237,80.48230839443524,35.00343100462802,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,38.70347850168402,0,0,26.90024510737566,0,1,1,1,26.9002,0,3.328635473999327,3.6814388035445376,80.70073532212697,116.11043550505205,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,3,31.47018177388115,1,0,11.244327441503584,0,0,2,0,5.6222,0,2.5050627637428584,3.48032218430916,33.73298232451075,94.41054532164345,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,1,23.861610252833486,1,0,182.5268150584085,0,0,2,0,91.2634,0,5.2123607879270075,3.2133248568261457,182.5268150584085,23.861610252833486,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,17.413736910917926,0,0,66.21893392906455,0,0,1,1,66.2189,0,4.207954962740441,2.9130969573147945,66.21893392906455,17.413736910917926,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,3,27.762918571125304,0,0,20.921885722874368,1,0,1,1,20.9219,1,3.087485485883054,3.359087007924011,62.76565716862311,83.2887557133759,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,28.93634720645708,0,0,91.7644026343206,1,1,1,1,91.7644,0,4.530062973899228,3.3990733677560656,91.7644026343206,28.93634720645708,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,0.5,0,0,213.14771624986568,0,0,1,1,213.1477,1,5.366666039749862,0.4054651081081644,213.14771624986568,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,3,35.11183725820735,0,0,4.946586447363381,0,0,1,1,4.9466,1,1.7828173485996122,3.58662071348016,14.839759342090144,105.33551177462206,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,27.762918571125304,0,2,5.969075269239813,1,0,3,0,1.9897,1,1.9414825429777391,3.359087007924011,17.90722580771944,83.2887557133759,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,0.5,0,0,36.01300130369712,0,1,1,1,36.013,1,3.611269237508825,0.4054651081081644,108.03900391109137,1.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,14.863770134060877,0,0,51.52502327928604,0,0,1,1,51.525,1,3.9612896899348886,2.7640379013281544,51.52502327928604,14.863770134060877,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,3,37.66815965407277,0,0,8.028716161721142,0,1,1,1,8.0287,0,2.20041018253939,3.655016513436102,24.086148485163427,113.0044789622183,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,57.80493657596378,1,0,47.303887646295145,0,1,2,0,23.6519,0,3.877512046990743,4.07422580675406,47.303887646295145,57.80493657596378,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,26.88217402885084,0,2,39.83714814602839,1,0,3,0,13.279,1,3.709592160937292,3.327987560931489,79.67429629205678,53.76434805770168,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,18.80795882279212,0,0,5.656651344332439,0,1,1,1,5.6567,1,1.8956165569541266,2.9860838176829874,16.969954032997318,56.42387646837636,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,26.43944982453224,0,2,12.162736558577064,0,0,3,0,4.0542,0,2.577389849460197,3.311981752530302,36.48820967573119,79.31834947359673,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,48.24826986807459,1,0,10.23213805560952,0,0,2,0,5.1161,1,2.4187791384836945,3.896874237418798,30.69641416682856,144.74480960422375,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,19.956501492256507,1,0,22.34976932306514,0,1,2,0,11.1749,0,3.150587104968255,3.0424489319838464,67.04930796919541,59.86950447676952,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,3,30.268762512030733,0,0,8.556549836227088,1,1,1,1,8.5565,0,2.257226766132605,3.4426195963991946,25.669649508681264,90.8062875360922,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,1,22.241590689451545,0,1,102.63614715500428,0,0,2,0,51.3181,0,4.640886179732767,3.1459433758312025,102.63614715500428,22.241590689451545,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,2,15.653399484378028,0,0,9.904632426100813,0,1,1,1,9.9046,0,2.3891876921713164,2.812614368821852,19.809264852201625,31.306798968756056,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,30.717384423927136,0,0,78.26471765327035,0,0,1,1,78.2647,0,4.372793107228295,3.456864935104708,156.5294353065407,61.43476884785427,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,2,51.745498418573845,0,0,17.32199149235224,0,0,1,1,17.322,0,2.908102059252348,3.965478430678164,34.64398298470448,103.49099683714769,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,33.52310982362441,1,0,12.063263267425036,0,0,2,0,6.0316,1,2.569803959973933,3.541628949748094,36.18978980227511,100.56932947087323,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,2,25.467050970231973,0,2,53.9784497854554,0,0,3,0,17.9928,0,4.006941286367512,3.275900599765405,107.9568995709108,50.93410194046395,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,24.914642235182384,1,0,8.439330537031147,0,1,2,0,4.2197,0,2.244885059955253,3.2548081462283123,25.31799161109344,74.74392670554715,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,3,7.115328678246801,0,0,32.63339189986842,0,1,1,1,32.6334,1,3.515519380014073,2.093754702702947,97.90017569960526,21.345986034740402,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,41.363536880060224,0,0,9.374787878481824,0,1,1,1,9.3748,1,2.339378620460216,3.7462880129997593,28.12436363544547,124.09061064018067,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,3,27.91027924182077,1,0,17.956022250389967,0,0,2,0,8.978,1,2.942121677896063,3.36419721498613,53.868066751169906,83.73083772546231,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,26.47328120973124,0,2,8.51047421685404,0,0,3,0,2.8368,1,2.252393740388109,3.313213939997298,25.53142265056212,79.41984362919372,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,27.762918571125304,0,0,5.318997164659825,1,0,1,1,5.319,1,1.843560519090446,3.359087007924011,15.956991493979475,83.2887557133759,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
